,dialog,gameplan_prediction
2676,<<Commander>> make a slice of lettuce <<Instruction>> <<Commander>> hold on let me direct you <<Instruction>> <<Commander>> make a slice of tomato <<Instruction>> <<Commander>> twice <<Instruction>> <<Commander>> cook a slice of potato <<Instruction>> ,Pickup Lettuce -- Place CounterTop -- Pickup Knife -- Slice Lettuce -- Place CounterTop -- Pickup Tomato -- Place CounterTop -- Pickup Knife -- Slice Tomato -- Place CounterTop -- Open Fridge -- Pickup Potato -- Close Fridge -- Place CounterTop -- Pickup Knife -- Slice Potato -- Place CounterTop -- Pickup PotatoSliced -- Place CounterTop -- Pickup Pan -- Place CounterTop -- Pickup Mug -- Pour Sink -- Place CounterTop -- Pickup Pan -- Place CounterTop -- ToggleOff Microwave -- Open Microwave -- Pickup Kettle -- Place StoveBurner -- Pickup PotatoSliced -- Place Microwave -- Close Microwave -- ToggleOn Microwave -- ToggleOff Microwave
2677,<<Commander>> please water the plant for me <<Instruction>> <<Commander>> the one in the black pot please <<Instruction>> ,Pickup Cup -- Place CounterTop -- Pickup SoapBottle -- Place CounterTop -- Pickup WineBottle -- Place CounterTop -- ToggleOff Faucet -- Pickup Cup -- Place  -- ToggleOn Faucet -- Pickup Cup -- Pour HousePlant
2678,<<Commander>> 2x cook a slice of potato slice it using a knife <<Instruction>> ,Pickup Apple -- Place CounterTop -- Pickup Knife -- Slice Potato -- Place CounterTop -- Pickup PotatoSliced -- ToggleOff Microwave -- Open Microwave -- Place Microwave
2679,<<Commander>> make a slice of toast <<Instruction>> <<Commander>> clean a plate <<Instruction>> ,Pickup Mug -- Place CounterTop -- Open Fridge -- Pickup ButterKnife -- Close Fridge -- Place DiningTable -- Pickup Bread -- Place DiningTable -- Pickup ButterKnife -- Slice Bread -- Place DiningTable -- Pickup BreadSliced -- ToggleOff Toaster -- Place Toaster -- ToggleOn Toaster -- ToggleOff Toaster -- Pickup BreadSliced -- Place CounterTop -- Pickup WineBottle -- Place CounterTop -- Pickup PepperShaker -- Place CounterTop -- Pickup Bottle -- Place CounterTop -- Pickup Potato -- Place CounterTop -- Open Fridge -- Close Fridge -- Pickup Pan -- Place Floor -- Pickup Mug -- Place DiningTable -- Pickup Plate -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Plate
2680,"<<Commander>> im craving a salad, could you start by slicing some lettuce for me <<Instruction>> <<Commander>> now can you slice a tomato <<Instruction>> <<Commander>> coukd you now slice the potato <<Instruction>> <<Commander>> you will then need to cook 2 slices <<Instruction>> <<Commander>> excellent, <<FeedbackPositive>> can you now please clean a plate <<Instruction>> ",Open Fridge -- Close Fridge -- Open Cabinet -- Pickup Lettuce -- Place CounterTop -- Pickup Knife -- Slice Lettuce -- Place CounterTop -- Pickup Tomato -- Place CounterTop -- Pickup Pan -- Place CounterTop -- Pickup Knife -- Slice Tomato -- Place CounterTop -- Pickup Potato -- Place CounterTop -- Pickup Knife -- Slice Potato -- Place CounterTop -- Pickup PotatoSliced -- Place Pot -- Pickup PotatoSliced -- Place Pot -- Pickup Pot -- Place CounterTop -- Pickup Kettle -- Place CounterTop -- Pickup Pot -- Place StoveBurner -- Pickup WineBottle -- Place CounterTop -- Pickup Plate -- Place  -- ToggleOn Faucet -- Pickup Plate -- Place CounterTop -- Pickup LettuceSliced -- Place Plate -- Pickup TomatoSliced -- Place Plate
2681,<<Commander>> we need to make a salad <<Instruction>> <<Commander>> lets cut some lettuce first <<Instruction>> <<Commander>> slice the tomato please <<Instruction>> <<Commander>> we need the potato sliced please <<Instruction>> ,Pickup ButterKnife -- Slice Lettuce -- Open Cabinet -- Close Cabinet -- Open Cabinet -- Place CounterTop -- Pickup Tomato -- Place CounterTop -- Pickup ButterKnife -- Slice Tomato -- Close Cabinet -- Slice Potato
2682,<<Commander>> we need to serve a slice of tomato <<Instruction>> <<Commander>> please slice the tomato <<Instruction>> ,Open Fridge -- Pickup Tomato -- Place CounterTop -- Pickup Knife -- Slice Tomato -- Place CounterTop -- Close Fridge
2683,<<Commander>> clean mug please and make coffee <<Instruction>> <<Commander>> make 2 slice of bread and toast <<Instruction>> <<Commander>> slice tomato and lettuce to the left of the sink <<Instruction>> <<Commander>> place everything on a plate <<Instruction>> <<Commander>> just 1 <<Instruction>> ,Pickup Mug -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Mug -- Pour  -- Place CoffeeMachine -- ToggleOff CoffeeMachine -- ToggleOn CoffeeMachine -- ToggleOff CoffeeMachine -- ToggleOn CoffeeMachine -- Pickup Knife -- Place DiningTable -- Pickup Bread -- Place DiningTable -- Pickup Knife -- Slice Bread -- Place DiningTable -- Pickup BreadSliced -- Place Toaster -- Pickup BreadSliced -- Place DiningTable -- ToggleOn Toaster -- ToggleOff Toaster -- Pickup BreadSliced -- Place DiningTable -- Pickup BreadSliced -- Place Toaster -- ToggleOn Toaster -- ToggleOff Toaster -- Pickup BreadSliced -- Place DiningTable -- Pickup Tomato -- Place DiningTable -- Pickup Lettuce -- Place DiningTable -- Pickup Knife -- Slice Lettuce -- Slice Tomato -- Place DiningTable
2684,<<Commander>> Please prepare breakfast <<Instruction>> <<Commander>> Please prepare coffee <<Instruction>> <<Commander>> We need to make a salad <<Instruction>> <<Commander>> Please slice lettuce which is in microwave <<Instruction>> ,Pickup Mug -- ToggleOn CoffeeMachine -- ToggleOff CoffeeMachine -- Place CoffeeMachine -- Pickup Mug -- Place CoffeeMachine -- ToggleOn CoffeeMachine -- ToggleOff CoffeeMachine -- Pickup Mug -- Place CoffeeMachine -- Pickup Mug -- Place CoffeeMachine -- ToggleOn CoffeeMachine -- Pickup Mug -- Place CounterTop -- Open Microwave -- Pickup Lettuce -- Close Microwave
2685,<<Commander>> boil the potato by cooking it in water <<Instruction>> ,ToggleOff Faucet -- Pickup Pot -- Place StoveBurner -- Open Fridge -- Pickup Plate -- Place Fridge -- Close Fridge -- Open Cabinet -- Close Cabinet -- Open Cabinet -- Close Cabinet -- Open Cabinet -- Close Cabinet -- Open Cabinet -- Close Cabinet -- Open Microwave -- Close Microwave -- Open Cabinet -- Close Cabinet -- Open Cabinet -- Close Cabinet -- Open Cabinet -- Close Cabinet -- Open Fridge -- Pickup Potato -- Close Fridge -- Place CounterTop -- Pickup Pot -- Pour  -- Place CounterTop -- Pickup SoapBottle -- Place CounterTop -- Pickup Pan -- Place StoveBurner -- Pickup Potato
2686,"<<Commander>> slice one slice of lettuce <<Instruction>> <<Commander>> once lettuce is sliced, please slice the tomato, <<Instruction>> it is in the bin <<InformationOnObjectDetails>> <<Commander>> then slice the and cook the potato. <<Instruction>> it is on the counter near the lettuce <<InformationOnObjectDetails>> <<Commander>> once done, please put all teh salate ion the plate next to the kettle <<Instruction>> <<Commander>> I need 2 slices of cooked potatoes please <<Instruction>> <<Commander>> can you put them all on the plate near the kettle? <<Instruction>> ",Open Fridge -- Pickup Lettuce -- Place CounterTop -- Pickup Knife -- Close Fridge -- Slice Lettuce -- Place CounterTop -- Pickup Tomato -- Place CounterTop -- Pickup Knife -- Slice Tomato -- Open Fridge -- Close Fridge -- Slice Potato -- Place Floor -- Pickup PotatoSliced -- Place Pan -- ToggleOn StoveKnob -- ToggleOff StoveKnob -- Pickup LettuceSliced -- Place Plate -- Pickup PotatoSliced -- Place Pan -- ToggleOn StoveKnob -- ToggleOff StoveKnob -- Pickup PotatoSliced -- Place Plate -- Pickup PotatoSliced -- Place Plate
2687,<<Commander>> lets make 2 slice of toast <<Instruction>> <<Commander>> make a slice of one lettuce <<Instruction>> <<Commander>> make a slice of  one tomato <<Instruction>> <<Commander>> all sanwich components need to be on plate <<Instruction>> ,Pickup Knife -- Slice Bread -- Place DiningTable -- Pickup Bread -- Place DiningTable -- Pickup BreadSliced -- Place Plate -- Pickup BreadSliced -- Place Plate -- Pickup Plate -- Place CounterTop -- Pickup BreadSliced -- Place Toaster -- Pickup BreadSliced -- Place CounterTop -- Pickup BreadSliced -- Place Toaster -- Pickup BreadSliced -- Place CounterTop -- Pickup Plate -- Place Sink -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup BreadSliced -- Place Plate -- Pickup BreadSliced -- Place Plate -- Pickup ButterKnife -- Slice Lettuce -- Place DiningTable -- Pickup LettuceSliced -- Place Plate -- Open Fridge -- Close Fridge -- Pickup Tomato -- Place CounterTop -- Pickup Spatula -- Place Sink -- Pickup Knife -- Slice Tomato -- Place CounterTop -- Pickup TomatoSliced -- Place CounterTop -- Pickup Plate -- Place CounterTop -- Pickup TomatoSliced -- Place Plate
2688,<<Commander>> Hi. <<Greetings/Salutations>> First get the tomato from the sink and slice it. <<Instruction>> <<Commander>> Put the tomato on the table. The knife is on the table so you can slice it. <<Instruction>> ,Pickup Tomato -- Place DiningTable -- Pickup Spatula -- Place DiningTable -- Pickup Ladle -- Place DiningTable -- Pickup Knife -- Slice Tomato -- Slice Apple -- Place DiningTable -- Pickup TomatoSliced
2689,<<Commander>> make a ssndwich <<Instruction>> <<Commander>> make 2 slices of toast <<Instruction>> <<Commander>> slice it with aknife <<Instruction>> <<Commander>> press up button <<Instruction>> <<Commander>> toast the brerad <<Instruction>> <<Commander>> toast the bread <<Instruction>> <<Commander>> 2 slices right <<Instruction>> <<Commander>> ok then make  1 slice of tomato <<Instruction>> <<Commander>> 1 slice of tomato <<Instruction>> <<Commander>> slice it with a knife <<Instruction>> <<Commander>> slice it with a knife <<Instruction>> <<Commander>> clean the plate <<Instruction>> <<Commander>> rinse it with water in the sink <<Instruction>> <<Commander>> check the cabinet on the bottom left of the cooker <<Instruction>> ,Pickup Bread -- Place CounterTop -- Pickup ButterKnife -- Slice Bread -- Place CounterTop -- Pickup BreadSliced -- Place Toaster -- Pickup BreadSliced -- Place CounterTop -- Pickup BreadSliced -- Place CounterTop -- Pickup BreadSliced -- Place CounterTop -- Pickup BreadSliced -- Place Toaster -- Pickup BreadSliced -- Place CounterTop -- Pickup Tomato -- Place CounterTop -- Pickup ButterKnife -- Slice Tomato -- Place CounterTop -- Open Cabinet -- Pickup Plate
2690,<<Commander>> please make coffee <<Instruction>> <<Commander>> now slice the lettuce in the sink <<Instruction>> ,ToggleOn CoffeeMachine -- Pickup Mug -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Mug -- Pour  -- Place CoffeeMachine -- ToggleOff CoffeeMachine -- ToggleOn CoffeeMachine -- Pickup Knife -- Slice Lettuce -- Place CounterTop
2691,<<Commander>> make a salad <<Instruction>> <<Commander>> slice lettuce first <<Instruction>> <<Commander>> slice a potato <<Instruction>> ,Pickup ButterKnife -- Slice Lettuce -- Slice Potato
2692,<<Commander>> prepare coffee in a clean mug <<Instruction>> <<Commander>> make a salad <<Instruction>> <<Commander>> slice lettuce <<Instruction>> <<Commander>> slice tomato <<Instruction>> <<Commander>> slice potato <<Instruction>> <<Commander>> 2 slices <<Instruction>> <<Commander>> put all components on the plate <<Instruction>> ,Open Fridge -- Pickup Mug -- Close Fridge -- Pour  -- Place CoffeeMachine -- ToggleOff CoffeeMachine -- ToggleOn CoffeeMachine -- Pickup SaltShaker -- Place DiningTable -- Pickup Knife -- Slice Lettuce -- Place DiningTable -- Pickup LettuceSliced -- Place DiningTable -- Pickup LettuceSliced -- Place DiningTable -- Pickup LettuceSliced -- Place DiningTable -- Pickup LettuceSliced -- Place CounterTop -- Pickup Pan -- Place CounterTop -- Pickup Tomato -- Place CounterTop -- Pickup ButterKnife -- Slice Tomato -- Place CounterTop -- Pickup Plate -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Plate -- Place CounterTop -- Pickup Potato -- ToggleOff Microwave -- Open Microwave -- Place Microwave -- Close Microwave -- ToggleOn Microwave -- ToggleOff Microwave -- Open Microwave -- Pickup Potato -- Place CounterTop -- Pickup ButterKnife -- Slice Potato -- Place CounterTop -- Pickup PotatoSliced -- Place Plate -- Pickup PotatoSliced -- Place Plate -- Pickup LettuceSliced -- Place Plate -- Pickup TomatoSliced -- Place Plate
2693,<<Commander>> grab the mug from the coffee maker <<Instruction>> <<Commander>> take it to the sink <<Instruction>> <<Commander>> clear the sink first <<Instruction>> <<Commander>> then place and run water <<Instruction>> <<Commander>> run water <<Instruction>> <<Commander>> turn off then remove the mug <<Instruction>> <<Commander>> take back to the coffee maker <<Instruction>> <<Commander>> make sure its empty <<Instruction>> <<Commander>> dump the water <<Instruction>> <<Commander>> go back to the coffee maker <<Instruction>> <<Commander>> place then start it <<Instruction>> <<Commander>> start <<Instruction>> <<Driver>> I have started it. <<Instruction>> <<Commander>> go find a knife <<Instruction>> <<Commander>> grab that <<Instruction>> <<Commander>> you had it right <<Instruction>> <<Commander>> open then grab <<Instruction>> <<Commander>> now take to a coutertop <<Instruction>> <<Commander>> countertop <<Instruction>> <<Commander>> after that go to the cabinet above the toaster and grab the knife <<Instruction>> <<Commander>> use it to  slice the bread <<Instruction>> <<Commander>> now toast the bread slice <<Instruction>> ,Pickup Mug -- Place CounterTop -- Pickup Cup -- Place CounterTop -- Pickup DishSponge -- Place CounterTop -- Pickup Plate -- Place CounterTop -- Pickup Potato -- Place CounterTop -- Pickup Spoon -- Place CounterTop -- Pickup Mug -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Mug -- Pour  -- Place CoffeeMachine -- ToggleOn CoffeeMachine -- Open Cabinet -- Close Cabinet -- Open Cabinet -- Close Cabinet -- Open Cabinet -- Pickup Bread -- Close Cabinet -- Place CounterTop -- Pickup Knife -- Slice Bread -- Place CounterTop -- Pickup BreadSliced -- Place Toaster
2694,"<<Commander>> making coffee <<Instruction>> <<Commander>> grab a mug <<Instruction>> <<Commander>> empty, and wash <<Instruction>> <<Commander>> place in coffee maker after cleaning <<Instruction>> <<Commander>> turn on water <<Instruction>> <<Commander>> turn off <<Instruction>> <<Commander>> place in coffee maker next to sink <<Instruction>> ",Pickup Mug -- Pour  -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Mug -- Pour 
2695,<<Commander>> place them all onto the single sitting sofa chair <<Instruction>> ,Pickup KeyChain -- Place Ottoman -- Pickup Vase -- Place Ottoman -- Pickup Pillow -- Place ArmChair -- Pickup Pillow -- Place Floor -- Pickup KeyChain -- Place ArmChair -- Pickup KeyChain -- Place ArmChair -- Pickup Statue -- Place ArmChair -- Pickup CreditCard -- Place ArmChair
2696,<<Commander>> make a sandwich <<Instruction>> <<Commander>> toast 2 slices <<Instruction>> <<Commander>> put toast on plate <<Instruction>> <<Commander>> now need 1 slice tomato <<Instruction>> ,Pickup Knife -- Slice Bread -- Place CounterTop -- Pickup BreadSliced -- Place Toaster -- ToggleOn Toaster -- Pickup BreadSliced -- Place CounterTop -- Pickup BreadSliced -- Place Toaster -- Pickup BreadSliced -- Place CounterTop -- Open Cabinet -- Open Cabinet -- Pickup Plate -- Close Cabinet -- Place CounterTop -- Pickup BreadSliced -- Place Plate -- Pickup BreadSliced -- Place Plate -- Close Cabinet -- ToggleOff Microwave
2697,<<Commander>> Make a slice of toast <<Instruction>> <<Commander>> toast the bread <<Instruction>> ,Pickup ButterKnife -- Slice Bread -- Place DiningTable
2698,<<Commander>> serve 1 slice of tomato on a plate <<Instruction>> ,Pickup Knife -- Slice Tomato -- Place CounterTop -- Open Cabinet -- Open Cabinet -- Close Cabinet -- Close Cabinet -- Open Cabinet -- Close Cabinet -- Open Cabinet -- Close Cabinet -- Open Cabinet -- Open Cabinet -- Close Cabinet -- Open Microwave -- Close Microwave -- Open Fridge -- Close Fridge -- Open Drawer -- Close Drawer -- Open Cabinet -- Close Cabinet -- Open Cabinet -- Pickup Vase -- Place Cabinet -- Close Cabinet -- Pickup SoapBottle -- Place CounterTop -- Open Cabinet -- Close Cabinet -- Open Cabinet -- Pickup Bread -- Place Cabinet -- Pickup Vase -- Place DiningTable -- Pickup Vase -- Place DiningTable -- Pickup Plate -- Place DiningTable
2699,<<Commander>> hi. <<Greetings/Salutations>> Today we need to put all spatulas into any cabinet. <<Instruction>> <<Commander>> the spatula needs to be placed into any cabinet now <<Instruction>> ,Open Cabinet -- Pickup Spatula -- Close Cabinet -- Open Cabinet -- Close Cabinet -- Open Cabinet -- Place Cabinet -- Close Cabinet -- Open Cabinet -- Close Cabinet -- Open Cabinet -- Close Cabinet -- Open Cabinet
2700,<<Commander>> today you need to slice a tomato <<Instruction>> ,Open Fridge -- Pickup Tomato -- Close Fridge -- Place CounterTop -- Pickup Knife -- Slice Tomato -- Place CounterTop
2701,<<Commander>> Please prepare coffee in a clean mug. <<Instruction>> <<Commander>> Great! <<FeedbackPositive>> Next I would like you to make a plate of toast. <<Instruction>> <<Commander>> I need you to slice the bread using the knife. <<Instruction>> <<Commander>> And please toast the bread. <<Instruction>> ,Pickup Mug -- Place  -- ToggleOn Faucet -- Pickup Mug -- Pour  -- Place CoffeeMachine -- ToggleOff CoffeeMachine -- ToggleOn CoffeeMachine -- Pickup Plate -- Place CounterTop -- Pickup Knife -- Slice Bread -- Place CounterTop -- Pickup BreadSliced -- Place Toaster -- ToggleOn Toaster -- Pickup BreadSliced -- Place Plate
